,label,text
564,0,Limiting labor negotiations to only wages is how it is for the most part in the private sector.
567,0,"Families in Del Valle, who are City of Austin residents, have to drive to Bastrop to go to the closest grocery store."
570,1,Mark Warner voted for nearly $1 trillion in new taxes and $7 trillion in new debt.
574,1,The typical white male worker in this country is making in real terms what he was making in 1973 and the average worker is making what they were making in 1996.
575,0,"A United Nations arms treaty would almost certainly force the U.S. to create an international gun registry, setting the stage for full-scale gun confiscation."
576,1,More people die from medical misadventures than firearm accidents nationally and in Florida.
577,0,"When we took office, let me remind you, there was virtually no international pressure on Iran."
578,1,The minimum wage is mostly an entry-level wage for young people.
582,1,"In the last few months alone, we have apprehended extremists within our borders who were sent here from the border region of Afghanistan and Pakistan to commit new acts of terror."
583,1,"As governor, I've stood up to ... the big oil companies."
584,1,"This year, were off to our best private-sector jobs growth since 1999."
585,0,"Says abortion doctors are flying into this state, performing abortions and flying out."
586,1,Speaker Gingrich for 20 years supported a federal individual mandate for health insurance.
587,1,There have been at least 100 shootings each year [Angel Taveras] has been mayor of Providence.
588,1,Maurice Ferre says Kendrick Meek has voted 98.6 percent of the time with the Democrat party.
591,1,Wisconsin is dead last in income growth among midwestern states during Gov. Scott Walkers term.
592,0,"A three-cents-per-ounce soda tax in Philadelphia would result in the loss of 2,000 family-sustaining Teamster Union jobs and countless other jobs in the beverage industry."
593,1,I have had the challenge during this administration to suspend no less than 37 public officials in about 36 months.
596,0,On repeal of Wisconsins smoking ban
597,1,Ninety percent of Texans say they do not want the nursing homes to close. It polls higher than anything else.
602,1,"McCain sought the political support of minister John Hagee, ""who believes Hurricane Katrina was God's punishment for gay rights and called the Catholic Church 'the Antichrist' and a 'false cult.'"""
603,1,Says 51 percent of federal tax filers paid zero federal income tax.
604,1,"Because of the 2011 debt ceiling fight, the stock market lost 2,000 points."
605,0,"Since Wisconsin Gov. Scott Walker took office, we are losing jobs at rates not seen in decades."
607,1,I would be the first Republican senator elected in New Jersey in 41 years.
608,1,Wisconsins attorney general and state treasurer ordered the daughter of Earth Day founder Gaylord Nelson not to discuss climate change on state time.
609,0,"Says unions take away hard-earned money of teachers, firefighters and police officers to play politics."
610,0,President Bush never did one interview with the New York Times during his entire presidency.
611,1,"14,000 Americans . . . lose their health insurance every single day."
612,0,"Mr. Trump is self-financing his campaign, so we dont have any donors."
613,1,"Nearly 2,000 high schools - roughly 12 percent of all secondary schools in the United States - produce about half of the nations dropouts."
616,0,"Wisconsin has only one county, Dane, thats hand counting the votes in the 2016 presidential recount."
619,1,Tens of thousands of Atlanta households pay more than 30 percent of their income towards rent.
620,1,"Rick Perry had planned to retire from the legislature until his best friend, David Weeks, and I talked him into switching parties and running for the GOP nomination for agriculture commissioner."
621,1,"As the usage [of synthetic marijuana] has dramatically increased, instances of violence, bodily harm and even death have risen with it."
622,1,"Out of 150,000 tenured teachers in the last 10 years, only 17 have been dismissed for incompetence."
623,0,The Providence teacher contract is one of the longest in the country.
625,0,Look at the debt that has been accumulated in the last two years. Its more debt under this president than all those other presidents combined.
627,1,Annual precipitation has increased in Rhode Island by over 12 inches in the last century.
629,1,The state budget proposal has been submitted on time and [its] the earliest that a governor has done so in over two decades.
630,1,Ohio is not meeting its obligation to update voter registrations when voters change their address with the BMV.
631,1,Vietnamese is the third most commonly spoken language in Texas.
632,0,"What we have now is the most generous, in my opinion, good time bill in the entire United States."
634,0,"Barack Obama wrote a thesis at Columbia University in which he criticized ""plutocratic thugs"" and said the Constitution gave Americans ""the shackles of hypocrisy."""
635,0,"Youll find blacks in almost every regiment throughout the South who fought right alongside white Southerners, during the Civil War."
636,0,"The most likely triggering cause of (microcephaly) is the DTaP shot, a vaccine that had been recently mandated by the Brazilian government to be injected into pregnant women."
637,1,Our economy still has three people looking for every job (opening).
638,1,Says she got unions to agree to about $10 million in reduction of salaries and health benefits while serving as Dane County executive in Wisconsin.
639,1,Democrats have lost more than 900 state legislators since Barack Obama has been president.
640,1,"Carly Fiorina, shes against banning assault weapons."
641,0,"Hillary's baby bond proposal would give $5,000 to each of the 4-million babies born in the U.S. each year, totaling $20-billion per year, multiplied by four years = $80-billion."
644,0,If Rhode Island does a hybrid [retirement] plan well be the first state in the nation to do this.
645,1,"Before the terrorist attacks in Benghazi, the State Department not only failed to honor repeated requests for additional security, but instead actually reduced security in Libya."
